Model,SuccessRatePct,TimeMeanSec,DistanceMeanKm,BatteryMeanPct,SINRMeanDb,HandoffsMean
DRL,0,2796.85406579573,69.9213516448932,12.5983104438835,4.12021417497887,8
Straight,100,1494.31917229473,37.3579793073682,53.3025258657896,14.2588360500204,4
NearestRelay,0,2796.85406578892,69.9213516447231,12.5983104440959,44.8509828779547,0
SNRGreedy,0,2796.85406579261,69.9213516448153,12.5983104439811,39.3616967385254,2
