TimeMatrix1,TimeMatrix2,TimeMatrix3,TimeMatrix4,TimeMatrix5,TimeMatrix6,TimeMatrix7,TimeMatrix8,TimeMatrix9,TimeMatrix10,TimeMatrix11,TimeMatrix12,TimeMatrix13,TimeMatrix14,TimeMatrix15,TimeMatrix16
0,10.4644146988394,12.3033092420248,7.25949709715796,9.69210840870786,8.33530494194041,8.30871594819364,12.4612085308127,21.4695245645421,10.1820884797561,23.2962184491445,13.0439720881846,16.1857714928949,16.7573873689816,31.2997114530124,7.48968964141411
10.4644146988394,0,7.51353011146565,12.578727971916,8.42236539552989,14.4794572358061,12.8097352115404,16.8285563402799,25.0258769842261,16.3441156296288,30.0786960023425,19.5943119121351,23.5023665676762,22.5805264351639,36.4610830315108,12.2624799527368
12.3033092420248,7.51353011146565,0,14.277028654339,9.42233420710251,15.6779116284333,15.1200876159845,19.3165224515977,27.5644923113659,18.5986795877837,32.5845070354099,21.9434238820119,25.0793793128241,25.1155485988192,36.7773178384265,14.3043838693787
7.25949709715796,12.578727971916,14.277028654339,0,10.0676429950427,7.13932630195155,10.1581049222681,14.5528641903451,23.7142163550634,9.85142473086298,22.9468520783488,12.7031755976057,13.1205888149661,17.4457049578331,27.3181188068976,7.19957206831129
9.69210840870786,8.42236539552989,9.42233420710251,10.0676429950427,0,9.78216708679332,14.8104467945084,19.5746647453601,28.7889617902032,15.8061811940996,29.8172696562387,19.0881105450985,18.6353939555746,23.7223738901078,28.7162790768,11.7168725333164
8.33530494194041,14.4794572358061,15.6779116284333,7.13932630195155,9.78216708679332,0,14.6500162888671,18.8860375007635,27.9794125413583,12.5205559817374,25.4161816376052,15.3468401305568,12.3864222875985,20.9045825696622,23.1957754792386,9.42896253388051
8.30871594819364,12.8097352115404,15.1200876159845,10.1581049222681,14.8104467945084,14.6500162888671,0,8.16330408698261,15.2351064658044,8.76837740029146,20.2129629515716,11.1110093423212,19.18756396502,12.8475422051344,36.8712882767464,7.10745040531692
12.4612085308127,16.8285563402799,19.3165224515977,14.5528641903451,19.5746647453601,18.8860375007635,8.16330408698261,0,10.7397973808154,8.21593728386725,17.33453958456,9.72756716640568,21.0885550861765,10.0121039864442,39.9650416385835,10.4214361656705
21.4695245645421,25.0258769842261,27.5644923113659,23.7142163550634,28.7889617902032,27.9794125413583,15.2351064658044,10.7397973808154,0,16.5841513087227,16.1852341553809,15.1021801882039,28.1723799029215,9.55923363271008,47.7059471714479,19.4042458697867
10.1820884797561,16.3441156296288,18.5986795877837,9.85142473086298,15.8061811940996,12.5205559817374,8.76837740029146,8.21593728386725,16.5841513087227,0,16.3958602138356,7.93037025381562,13.138132261672,10.5184422525569,31.8374916019942,8.55542045917033
23.2962184491445,30.0786960023425,32.5845070354099,22.9468520783488,29.8172696562387,25.4161816376052,20.2129629515716,17.33453958456,16.1852341553809,16.3958602138356,0,13.2061500668045,19.75601990194,11.0751964179709,38.0373964512595,20.8742440649737
13.0439720881846,19.5943119121351,21.9434238820119,12.7031755976057,19.0881105450985,15.3468401305568,11.1110093423212,9.72756716640568,15.1021801882039,7.93037025381562,13.2061500668045,0,13.1181728935535,8.03454839387861,32.6338821496452,11.0045217364545
16.1857714928949,23.5023665676762,25.0793793128241,13.1205888149661,18.6353939555746,12.3864222875985,19.18756396502,21.0885550861765,28.1723799029215,13.138132261672,19.75601990194,13.1181728935535,0,18.9702269756083,19.6512038804482,15.0516926580441
16.7573873689816,22.5805264351639,25.1155485988192,17.4457049578331,23.7223738901078,20.9045825696622,12.8475422051344,10.0121039864442,9.55923363271008,10.5184422525569,11.0751964179709,8.03454839387861,18.9702269756083,0,38.5513590838385,14.4318577435877
31.2997114530124,36.4610830315108,36.7773178384265,27.3181188068976,28.7162790768,23.1957754792386,36.8712882767464,39.9650416385835,47.7059471714479,31.8374916019942,38.0373964512595,32.6338821496452,19.6512038804482,38.5513590838385,0,31.5849981848143
7.48968964141411,12.2624799527368,14.3043838693787,7.19957206831129,11.7168725333164,9.42896253388051,7.10745040531692,10.4214361656705,19.4042458697867,8.55542045917033,20.8742440649737,11.0045217364545,15.0516926580441,14.4318577435877,31.5849981848143,0
