Latitude,Longitude,TempC,WindSpeedMS,WindDirDeg
12.7518900197041,79.8446854809617,25.9355590825752,3.61329085644221,117.328635665462
12.7549477131642,79.8446854809617,25.9772081775666,3.7815060939488,117.96005572464
12.7580054066243,79.8446854809617,25.8873078678815,3.88699476293657,118.793295594695
12.7610631000844,79.8446854809617,25.7815159835511,3.87759553556638,118.908835307107
12.7641207935446,79.8446854809617,25.7355260905702,3.72231874086999,117.583014222011
12.7671784870047,79.8446854809617,25.6939206296019,3.51958590003011,116.20720997285
12.7702361804648,79.8446854809617,25.6603436625938,3.37261250638473,115.579635102649
12.7732938739249,79.8446854809617,25.6540045349088,3.29045915726004,115.07879121504
12.7763515673851,79.8446854809617,25.6751682347339,3.25010565966978,114.367385810727
12.7794092608452,79.8446854809617,25.7099964125574,3.23447944536091,113.609878686897
12.7824669543053,79.8446854809617,25.7450989354718,3.23794686950923,113.060132484918
12.7855246477654,79.8446854809617,25.7737104592603,3.26152693747856,112.921960281397
12.7885823412255,79.8446854809617,25.7910604052054,3.30124252346501,113.282196462064
12.7916400346857,79.8446854809617,25.7950751493908,3.34914785864615,114.055811399581
12.7946977281458,79.8446854809617,25.784253140662,3.40157015122462,115.018354735265
12.7977554216059,79.8446854809617,25.7598642344991,3.45627431843746,115.859329538052
12.800813115066,79.8446854809617,25.7261453528139,3.51230753423067,116.317267139555
12.8038708085262,79.8446854809617,25.6882069046749,3.57044783142517,116.322168042686
12.8069285019863,79.8446854809617,25.6523998954979,3.63051608994129,115.912523257948
12.8099861954464,79.8446854809617,25.6287530981913,3.69604018603879,115.245349230951
12.8130438889065,79.8446854809617,25.6240420575186,3.76843169905253,114.396190508426
12.8161015823667,79.8446854809617,25.6438906904033,3.85178127847189,113.487472367135
12.8191592758268,79.8446854809617,25.6883763610576,3.94315144274904,112.606467491514
12.8222169692869,79.8446854809617,25.7526803164017,4.04372788425109,111.786331856568
12.825274662747,79.8446854809617,25.8275736268371,4.15233844093219,111.0674515472
12.8283323562072,79.8446854809617,25.900610086648,4.26442645135519,110.459695616381
12.8313900496673,79.8446854809617,25.9607692735688,4.37699914814783,109.953366248833
12.8344477431274,79.8446854809617,25.9976765706713,4.48373317017466,109.560167799188
12.8375054365875,79.8446854809617,26.0066481376062,4.58009987882332,109.259948650114
12.8405631300476,79.8446854809617,25.9881495152633,4.6577458142309,109.036682025228
12.8436208235078,79.8446854809617,25.945535620442,4.71616642651547,108.861284807101
12.8466785169679,79.8446854809617,25.8874974487446,4.74770195663154,108.735085289997
12.849736210428,79.8446854809617,25.8269259276248,4.75286142922853,108.638908969597
12.8527939038881,79.8446854809617,25.7748298989354,4.73150288395388,108.58967734514
12.8558515973483,79.8446854809617,25.7405756619716,4.68705912089961,108.560928773521
12.8589092908084,79.8446854809617,25.7301375220569,4.62525214193162,108.532752658122
12.8619669842685,79.8446854809617,25.7438251978811,4.54885088348195,108.541637508253
12.8650246777286,79.8446854809617,25.7782124959524,4.46554100731957,108.570496265104
12.8680823711888,79.8446854809617,25.8267540862802,4.38006325690978,108.663410215202
12.8711400646489,79.8446854809617,25.8814438040443,4.2976589317805,108.834309773495
12.874197758109,79.8446854809617,25.9368361118973,4.21921892887043,109.058864204152
12.8772554515691,79.8446854809617,25.9905167108611,4.14631869315405,109.353492052952
12.8803131450293,79.8446854809617,26.0400562168078,4.07991470984581,109.68216951023
12.8833708384894,79.8446854809617,26.0859975123547,4.01921022589418,110.036199352231
12.8864285319495,79.8446854809617,26.1299563121248,3.96248006972987,110.3866952982
12.8894862254096,79.8446854809617,26.1703787161406,3.90748482066655,110.673087173269
12.8925439188698,79.8446854809617,26.2065602392322,3.85266601532522,110.896177682111
12.8956016123299,79.8446854809617,26.2356669706989,3.79568313375613,111.029647499984
12.89865930579,79.8446854809617,26.2539072716266,3.73587377443864,111.08099785585
12.9017169992501,79.8446854809617,26.2594468500847,3.67298523955162,111.084374381309
12.9047746927102,79.8446854809617,26.2502384634965,3.60921273781484,111.056443762698
12.9078323861704,79.8446854809617,26.2291082977572,3.54804729788394,111.029374122393
12.9108900796305,79.8446854809617,26.2014460921266,3.49161144240169,111.035083330981
12.9139477730906,79.8446854809617,26.1769194808503,3.44464437329138,111.163920097807
12.9170054665507,79.8446854809617,26.1645345689928,3.40997485699965,111.439727573432
12.9200631600109,79.8446854809617,26.1705263105509,3.3920013970748,111.891716066578
12.923120853471,79.8446854809617,26.20001344302,3.39195408777144,112.489750367366
