-10,1,1,1
-8,1,1,1
-6,1,1,1
-4,1,1,1
-2,1,1,1
0,1,1,1
2,1,1,1
4,1,1,1
6,1,1,1
8,1,1,1
10,1,1,1
12,1,1,1
14,1,0.99625,0.99625
16,1,0.96,0.96
18,0.99875,0.879,0.879
20,0.97875,0.73375,0.73375
